spbm,spmc,ppbm,lbbm,jxs,xxs,wsjj,hsjj,sj
b4e1815d,DINY时尚女装,94,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
bcfb6a1a,JORYA F卖 E,804,60102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
98bbae51,NK3D0 柒折,786,30301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
a7a601f6,goodgoodsB,957,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
59c16f35,LMLULU女装B,487,60202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
76444c5c,V2K家用系列D,682,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
ef38c836,NK3D0 员购,786,30301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
afd4359e,goodgoodsA,957,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
d557959b,V2K家用系列B,682,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
9b36fb74,爱迪尔黄金系列F,345,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
89344861,scD,787,30301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
46541c3c,LMLULU女装C,487,60202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
7ad4ca9a,金布兰卡新婚推荐款,150,100102,1.06,1.06,0.0000 ,0.0000 ,0.0000 
05035d17,V2K家用系列A,682,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
2fa59656,贺曼礼品员购,665,31101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
e0e453bc,M.FSUBOMID,965,70102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
574890d8,veeko服装系列E,83,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
7c4f7174,贝印厨用系列E,542,90802,1.17,1.17,0.0000 ,0.0000 ,0.0000 
5ee74907,三木比迪员购,550,70703,1.17,1.17,0.0000 ,0.0000 ,0.0000 
951256c3,M.FSUBOMIB.5,965,70102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
da74eebe,M.FSUBOMIF,965,70102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
3d4acf48,爱迪尔黄金系列D,345,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
209171c6,奇妮E,673,30702,1.17,1.17,0.0000 ,0.0000 ,0.0000 
f92dc0ea,子苞米女装E,288,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
c3bfe895,IF A,1000,60101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
08224a1a,贝印厨用系列C,542,90802,1.17,1.17,0.0000 ,0.0000 ,0.0000 
4.54E+13,贝蒂A,674,30602,1.17,1.17,0.0000 ,0.0000 ,0.0000 
cbb29976,goodgoodsD,957,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
b67c1dba,goodgoods正价,957,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
6645ebde,LMLULU女装D,487,60202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
14df134d,贝蒂E,674,30602,1.17,1.17,0.0000 ,0.0000 ,0.0000 
30556d0e,M.FSUBOMIC,965,70102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
f5930164,贝印厨用系列正价,542,90802,1.17,1.17,0.0000 ,0.0000 ,0.0000 
30ac3221,作品 B.5,897,60102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
5f7ed90a,贝蒂用品A,674,30602,1.17,1.17,0.0000 ,0.0000 ,0.0000 
3e9a558e,胜堡龙服装系列D,222,100102,1.06,1.06,0.0000 ,0.0000 ,0.0000 
563872,集雅廊高宝瓷器DDE1EE2A,756,90901,1.17,1.17,101.7094 ,119.0000 ,360.0000 
a9270c5a,法格大家电员购,677,90802,1.17,1.17,0.0000 ,0.0000 ,0.0000 
49686d6c,贝蒂用品员购,674,30602,1.17,1.17,0.0000 ,0.0000 ,0.0000 
959afde2,LMLULU女装E,487,60202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
237b5d18,爱迪尔黄金系列B,345,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
e826d67b,wanko服装系列F,108,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
fef97cd6,樱桃小丸子C,675,30602,1.17,1.17,0.0000 ,0.0000 ,0.0000 
b17f1f45,凯驰 B.5,959,91001,1.17,1.17,0.0000 ,0.0000 ,0.0000 
fffdc92a,胜堡龙服装系列员购,222,100102,1.06,1.17,0.0000 ,0.0000 ,0.0000 
c79ed7a5,樱桃小丸子F,675,30602,1.17,1.17,0.0000 ,0.0000 ,0.0000 
e6e8cf8d,樱桃小丸子员购,675,30602,1.17,1.17,0.0000 ,0.0000 ,0.0000 
53e9390f,贝拉维拉服装系列,107,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
f8d55cfc,法格E,677,90802,1.17,1.17,0.0000 ,0.0000 ,0.0000 
64f1078a,法格D,677,90802,1.17,1.17,0.0000 ,0.0000 ,0.0000 
03106f0c,樱桃小丸子用品C,675,30602,1.17,1.17,0.0000 ,0.0000 ,0.0000 
0f3558c2,凯驰 C,959,91001,1.17,1.17,0.0000 ,0.0000 ,0.0000 
309c6b81,子苞米女装F,288,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
750af540,法格C,677,90802,1.17,1.17,0.0000 ,0.0000 ,0.0000 
717bb5b6,法格B,677,90802,1.17,1.17,0.0000 ,0.0000 ,0.0000 
3b10db66,LUCA BOSSI男装A,495,50401,1.17,1.17,0.0000 ,0.0000 ,0.0000 
3c2c7c21,BOSS sunueF D,926,80701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
86a516b6,法格A,677,90802,1.17,1.17,0.0000 ,0.0000 ,0.0000 
c9fb884a,法格 正价,677,90802,1.17,1.17,0.0000 ,0.0000 ,0.0000 
2133825a,SALUFE正价,948,70301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
935892a8,凯驰 B,959,91001,1.17,1.17,0.0000 ,0.0000 ,0.0000 
e63c3665,凯驰 A,959,91001,1.17,1.17,0.0000 ,0.0000 ,0.0000 
b722c368,美国保罗服装系列D,234,100102,1.06,1.06,0.0000 ,0.0000 ,0.0000 
4f3ce42e,SALUFEC,948,70301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
ff4f0850,优瑞咖啡机F,671,90901,1.17,1.17,0.0000 ,0.0000 ,0.0000 
40ab71e9,易读宝点读笔员购,832,70704,1.17,1.17,0.0000 ,0.0000 ,0.0000 
87e9bbf5,艾雅正价,836,30501,1.17,1.17,0.0000 ,0.0000 ,0.0000 
dbc007da,美国保罗服装系列员购,234,100102,1.06,1.06,0.0000 ,0.0000 ,0.0000 
0a348b62,子苞米女装员购,288,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
7e915619,优瑞咖啡机D,671,90901,1.17,1.17,0.0000 ,0.0000 ,0.0000 
3337418e,艾雅D,836,30501,1.17,1.17,0.0000 ,0.0000 ,0.0000 
d800923d,SALUFEF,948,70301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
db79286f,优瑞咖啡机B,671,90901,1.17,1.17,0.0000 ,0.0000 ,0.0000 
f131600c,金利莱服装系列4折,157,50304,1.17,1.17,0.0000 ,0.0000 ,0.0000 
8da96da3,wanko服装系列B,108,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
8280729,SALUFE员购,948,70301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
c307b8b3,LUCA BOSSI男装B,495,50401,1.17,1.17,0.0000 ,0.0000 ,0.0000 
69a1b0d5,优瑞咖啡机正价,671,90901,1.17,1.17,0.0000 ,0.0000 ,0.0000 
334a350e,Bodum会员商品,671,90901,1.17,1.17,0.0000 ,0.0000 ,0.0000 
279a338a,美国保罗服装系列E,234,100102,1.06,1.06,0.0000 ,0.0000 ,0.0000 
348254d0,IF 正价,1000,60101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
29de3eff,象牌.意利豆员购,672,90901,1.17,1.17,0.0000 ,0.0000 ,0.0000 
fae2feb5,象牌.意利豆F,672,90901,1.17,1.17,0.0000 ,0.0000 ,0.0000 
79c18f1a,朗姿B,488,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
6e2d819b,威明F卖品,153,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
69c465a2,象牌.意利豆D,672,90901,1.17,1.17,0.0000 ,0.0000 ,0.0000 
5e8ba461,保日达儿童泳装A,193,30802,1.17,1.17,0.0000 ,0.0000 ,0.0000 
b608bda9,LUCA BOSSI男装C,495,50401,1.17,1.17,0.0000 ,0.0000 ,0.0000 
37c658ea,象牌.意利豆C,672,90901,1.17,1.17,0.0000 ,0.0000 ,0.0000 
7e8f7f45,保日达儿童泳装D,193,30802,1.17,1.17,0.0000 ,0.0000 ,0.0000 
897b70cb,保日达儿童泳装E,193,30802,1.17,1.17,0.0000 ,0.0000 ,0.0000 
623ca332,朗姿E,488,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
3456bf6f,朗姿F,488,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
2f995ea9,威明服装系列C,153,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
28b5c4da,INFEX玩具正价,698,30802,1.17,1.17,0.0000 ,0.0000 ,0.0000 
22373974,凯驰 正价,959,91001,1.17,1.17,0.0000 ,0.0000 ,0.0000 
25c59bc5,INFEX玩具B,698,30802,1.17,1.17,0.0000 ,0.0000 ,0.0000 
148d4892,INFEX玩具C,698,30802,1.17,1.17,0.0000 ,0.0000 ,0.0000 
c7ff47e9,INFEX玩具D,698,30802,1.17,1.17,0.0000 ,0.0000 ,0.0000 
59e732c1,鑫鑫 E,944,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
03b559a4,威明服装系列F,153,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
de1d212a,彩阳C,816,90701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
2778fc7c,Bodum系列F,671,90901,1.17,1.17,0.0000 ,0.0000 ,0.0000 
c7e44866,诗篇A,892,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
947796ec,爱迪尔铂金系列D,345,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
9e9c2efb,Bodum系列E,671,90901,1.17,1.17,0.0000 ,0.0000 ,0.0000 
71a9234e,三木比迪用品F,550,70703,1.17,1.17,0.0000 ,0.0000 ,0.0000 
d196ec9d,柯罗芭女装正价,270,70202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
ae2f7f07,博奥斯服装系列,149,100102,1.06,1.06,0.0000 ,0.0000 ,0.0000 
54409a7b,Bodum系列C,671,90901,1.17,1.17,0.0000 ,0.0000 ,0.0000 
a167b695,三木比迪用品A,550,70703,1.17,1.17,0.0000 ,0.0000 ,0.0000 
3f897f8d,诗篇D,892,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
32c4ad11,三木比迪用品正价,550,70703,1.17,1.17,0.0000 ,0.0000 ,0.0000 
e90d0b76,Bodum系列B.5,671,90901,1.17,1.17,0.0000 ,0.0000 ,0.0000 
fe6b6ba6,Bodum系列A,671,90901,1.17,1.17,0.0000 ,0.0000 ,0.0000 
2d567bd4,诗篇E,892,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
45072b19,花花公子服装系列限,16,100102,1.06,1.06,0.0000 ,0.0000 ,0.0000 
70de46e2,OQO厨用员购,664,90801,1.17,1.17,0.0000 ,0.0000 ,0.0000 
6d246109,林宝坚尼员购,1015,80901,1.17,1.17,0.0000 ,0.0000 ,0.0000 
79952696,LUCA BOSSI男装D,495,50401,1.17,1.17,0.0000 ,0.0000 ,0.0000 
932fb1fa,OQO厨用E,664,90801,1.17,1.17,0.0000 ,0.0000 ,0.0000 
474693a6,爱迪尔铂金系列B,345,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
c387d5f5,OQO厨用D,664,90801,1.17,1.17,0.0000 ,0.0000 ,0.0000 
46845d39,CARA A,934,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
33fb4c80,USPOLO服装系列,152,100102,1.06,1.06,0.0000 ,0.0000 ,0.0000 
25c1f6c8,安莉芳内衣系列,176,70302,1.17,1.17,0.0000 ,0.0000 ,0.0000 
b93a6ea7,CARA C,934,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
71fe897a,CARA D,934,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
c7694b09,OQO厨用B.5,664,90801,1.17,1.17,0.0000 ,0.0000 ,0.0000 
65c05928,G－SFar服装系列员购,370,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
8c98741d,安踏A,856,30101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
4726d9ce,USPOLO服装系列B,152,100102,1.06,1.06,0.0000 ,0.0000 ,0.0000 
acd78e16,LUCA BOSSI男装E,495,50401,1.17,1.17,0.0000 ,0.0000 ,0.0000 
f7fe0209,保日达系列F,193,30501,1.17,1.17,0.0000 ,0.0000 ,0.0000 
36d253ad,保日达系列员购,193,30501,1.17,1.17,0.0000 ,0.0000 ,0.0000 
e3ec1033,希菲尔皮革员购,640,70102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
d2b3d8c0,IF C,1000,60101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
f7d63116,惠谊E系列,391,90702,1.17,1.17,0.0000 ,0.0000 ,0.0000 
012a6640,丸岛服装C,715,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
f53c99c6,柯罗芭女装B,270,70202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
4e71ebe1,LUCA BOSSI男装F,495,50401,1.17,1.17,0.0000 ,0.0000 ,0.0000 
22ca259e,G－SFar服装系列2折,370,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
0ec869bd,丸岛服装员购,715,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
1176380c,希菲尔皮革B,640,70102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
9eddc049,惠谊A系列,391,90702,1.17,1.17,0.0000 ,0.0000 ,0.0000 
b7108845,惠谊正价系列,391,90702,1.17,1.17,0.0000 ,0.0000 ,0.0000 
771109da,喜来登F卖,503,90701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
ae7ed940,希菲尔皮革B.5,640,70102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
427d40b1,USPOLO服装系列员购,152,100102,1.06,1.06,0.0000 ,0.0000 ,0.0000 
be0ece85,彩阳D,816,90701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
a7b35506,惠葆系列A,705,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
f53647a4,乔夫服饰系列B,218,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
4df9ef27,G－SFar服装系列E,370,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
b6d65c3d,惠葆系列D,705,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
d803fd2f,惠葆系列E,705,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
48d0eceb,希菲尔皮革C,640,70102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
9403593a,LUCA BOSSI男装员购,495,50401,1.17,1.17,0.0000 ,0.0000 ,0.0000 
00a2a310,希菲尔女装 员购,640,70102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
cc905f5c,贺曼童装A,665,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
148bd28c,乔夫服饰系列员购,218,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
5f3ba5c4,贺曼童装C,665,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
14940c7a,贺曼童装D,665,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
0ad85ea1,贺曼童装E,665,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
1d660545,希菲尔女装E,640,70102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
2f61b416,希菲尔女装C,640,70102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
a109f5cb,普希尔正价,843,30601,1.17,1.17,0.0000 ,0.0000 ,0.0000 
359aca99,普希尔A,843,30601,1.17,1.17,0.0000 ,0.0000 ,0.0000 
9d12396c,德尊服装系列,219,100102,1.06,1.06,0.0000 ,0.0000 ,0.0000 
6914d821,普希尔C,843,30601,1.17,1.17,0.0000 ,0.0000 ,0.0000 
19aac71d,普希尔D,843,30601,1.17,1.17,0.0000 ,0.0000 ,0.0000 
714274ec,普希尔E,843,30601,1.17,1.17,0.0000 ,0.0000 ,0.0000 
ed693e33,麦当劳童装B,560,91101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
80e2969c,希菲尔女装A,640,70102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
63b96014,精典泰迪服装正价,844,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
d3af0b8b,精典泰迪服装A,844,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
25e71092,LUCA BOSSI男装受卡A,495,50401,1.17,1.17,0.0000 ,0.0000 ,0.0000 
4eeef166,三卡宝F,570,90903,1.17,1.17,0.0000 ,0.0000 ,0.0000 
6dfa8b06,精典泰迪服装D,844,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
75f8e541,精典泰迪服装E,844,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
0c74a0f4,德尊服装系列B,219,100102,1.06,1.06,0.0000 ,0.0000 ,0.0000 
8996c676,希菲尔女装 F,640,70102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
d074350b,精典泰迪用品正价,844,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
c6dae4d9,精典泰迪用品A,844,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
7230afe0,德尊服装系列C,219,100102,1.06,1.06,0.0000 ,0.0000 ,0.0000 
e33ed9a0,精典泰迪用品C,844,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
a1e82f17,精典泰迪用品E,844,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
e2a73b26,精典泰迪用品F,844,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
581b996d,德尊服装系列F,219,100102,1.06,1.06,0.0000 ,0.0000 ,0.0000 
c8be3596,柯罗芭女装C,270,70202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
4833ee22,德尊服饰系列,219,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
8af3d2ca,德尊服饰系列C,219,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
9c24b494,德尊服饰系列E,219,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
ddffcae5,三卡宝D,570,90903,1.17,1.17,0.0000 ,0.0000 ,0.0000 
36da28a6,三卡宝C,570,90903,1.17,1.17,0.0000 ,0.0000 ,0.0000 
0df83962,三卡宝B,570,90903,1.17,1.17,0.0000 ,0.0000 ,0.0000 
1e921134,德尊服饰系列员购,219,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
8a73e080,爵士船王服饰系列,240,100102,1.06,1.06,0.0000 ,0.0000 ,0.0000 
1b7b983c,圣宝度伦C,919,70703,1.17,1.17,0.0000 ,0.0000 ,0.0000 
e3c6bf17,圣宝度伦D,919,70703,1.17,1.17,0.0000 ,0.0000 ,0.0000 
72b0b1c9,柯罗芭女装D,270,70202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
723c2bad,三卡宝正价,570,90903,1.17,1.17,0.0000 ,0.0000 ,0.0000 
e278e03c,G－SFar服装系列C,370,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
bad755aa,圣宝度伦用品正价,919,70703,1.17,1.17,0.0000 ,0.0000 ,0.0000 
304c9f0c,CKU F,861,70302,1.17,1.17,0.0000 ,0.0000 ,0.0000 
6c9bdf9d,CKU B,861,70302,1.17,1.17,0.0000 ,0.0000 ,0.0000 
777e044c,圣宝度伦用品C,919,70703,1.17,1.17,0.0000 ,0.0000 ,0.0000 
e34d7c39,圣宝度伦用品D,919,70703,1.17,1.17,0.0000 ,0.0000 ,0.0000 
d2f560bd,澳．邓迪服饰系列限,252,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
a68dee09,红玫瑰系列员购,641,90901,1.17,1.17,0.0000 ,0.0000 ,0.0000 
3181669e,红玫瑰系列F,641,90901,1.17,1.17,0.0000 ,0.0000 ,0.0000 
896d62b8,红玫瑰系列E,641,90901,1.17,1.17,0.0000 ,0.0000 ,0.0000 
c6b8058e,ZIOZIAD,736,81001,1.17,1.17,0.0000 ,0.0000 ,0.0000 
7779ad6f,CKU B.5,861,70302,1.17,1.17,0.0000 ,0.0000 ,0.0000 
bdc63848,红玫瑰系列D,641,90901,1.17,1.17,0.0000 ,0.0000 ,0.0000 
20fbb4b5,half Free E,920,30601,1.17,1.17,0.0000 ,0.0000 ,0.0000 
99b1acd3,CKU 正价,861,70302,1.17,1.17,0.0000 ,0.0000 ,0.0000 
d90a32e6,红玫瑰系列B,641,90901,1.17,1.17,0.0000 ,0.0000 ,0.0000 
2b99fc61,红玫瑰系列A,641,90901,1.17,1.17,0.0000 ,0.0000 ,0.0000 
1d24d347,资生堂系列员购,802,90501,1.17,1.17,0.0000 ,0.0000 ,0.0000 
9ad33516,playboy服装系列F,210,100102,1.06,1.06,0.0000 ,0.0000 ,0.0000 
d68c9ed6,凯驰 员购,959,91001,1.17,1.17,0.0000 ,0.0000 ,0.0000 
60f3e1f9,凯驰 F,959,91001,1.17,1.17,0.0000 ,0.0000 ,0.0000 
4c9e02ea,和光堂C,802,90501,1.17,1.17,0.0000 ,0.0000 ,0.0000 
72738595,鑫鑫 D,944,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
691c6354,Marco &  mari E,820,30601,1.17,1.17,0.0000 ,0.0000 ,0.0000 
7ae689c8,奥得臣（AVFASON）服饰系列员购,368,50201,1.17,1.17,0.0000 ,0.0000 ,0.0000 
06dcfd99,奥得臣（AVFASON）服饰系列F,368,50201,1.17,1.17,0.0000 ,0.0000 ,0.0000 
d5c34c49,BOSS sunueF 受卡A,926,80702,1.17,1.17,0.0000 ,0.0000 ,0.0000 
cbd20564,柯罗芭女装E,270,70202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
4722e8eb,奥得臣（AVFASON）服饰系列D,368,50201,1.17,1.17,0.0000 ,0.0000 ,0.0000 
3e6aafaa,花王C,802,90501,1.17,1.17,0.0000 ,0.0000 ,0.0000 
6487d190,梦F娇床用品E,294,90102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
7d9479c0,艺之卉女装B,104,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
8dccb4d0,IF E,1000,60101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
16707c45,JEEP童装正价,801,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
994c6752,梦F娇床用品F,294,90102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
16edf26a,梦F娇床用品员购,294,90102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
94417d03,JEEP童装C,801,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
616c7cb2,JEEP童装D,801,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
05985ab3,惠谊床用品,391,90702,1.17,1.17,0.0000 ,0.0000 ,0.0000 
f0931948,奥得臣（AVFASON）服饰系列B,368,50201,1.17,1.17,0.0000 ,0.0000 ,0.0000 
8d377338,奥得臣（AVFASON）服饰系列正价,368,50201,1.17,1.17,0.0000 ,0.0000 ,0.0000 
2f2ecad2,卓凡尼·华伦天奴服饰系列员购,367,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
a7825011,惠谊床用品A,391,90702,1.17,1.17,0.0000 ,0.0000 ,0.0000 
70e6df53,惠谊床用品B,391,90702,1.17,1.17,0.0000 ,0.0000 ,0.0000 
065836b9,安娜苏（Anna Sui）化妆品,991,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
edd13090,JEEP童装用品D,801,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
e71ad072,惠谊床用品C,391,90702,1.17,1.17,0.0000 ,0.0000 ,0.0000 
42b96ba7,卓凡尼·华伦天奴服饰系列F,367,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
de0070b1,卓凡尼·华伦天奴服饰系列E,367,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
94e0ab53,pandoraD,985,60402,1.17,1.17,0.0000 ,0.0000 ,0.0000 
2f28ec1e,黛安芬内衣系列,177,70302,1.17,1.17,0.0000 ,0.0000 ,0.0000 
744ab147,惠谊床用品E,391,90702,1.17,1.17,0.0000 ,0.0000 ,0.0000 
850586fa,惠谊床用品F,391,90702,1.17,1.17,0.0000 ,0.0000 ,0.0000 
4467fd05,惠谊床用品员购,391,90702,1.17,1.17,0.0000 ,0.0000 ,0.0000 
e3277aab,柯罗芭女装F,270,70202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
97c75843,Aladdin系列F,626,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
7c998bc3,Aladdin系列E,626,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
13164283,Aladdin系列D,626,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
03bb8063,比卡诺童装,297,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
80845843,比卡诺童装B,297,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
acb8c118,Marco &  mari C,820,30601,1.17,1.17,0.0000 ,0.0000 ,0.0000 
03bcf995,Marco &  mari D,820,30601,1.17,1.17,0.0000 ,0.0000 ,0.0000 
e3e05d96,比卡诺童装D,297,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
6100d460,比卡诺童装E,297,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
c138a1c8,pandoraF,985,60402,1.17,1.17,0.0000 ,0.0000 ,0.0000 
31866424,Aladdin系列B,626,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
b182e7bd,柯罗芭女装员购,270,70202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
864993c3,卡利亚里（新）E,795,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
949ea4b7,pandoraC,985,60402,1.17,1.17,0.0000 ,0.0000 ,0.0000 
b9573602,pandoraB,985,60402,1.17,1.17,0.0000 ,0.0000 ,0.0000 
e7e4cefb,卡利亚里（新）B,795,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
f72fe55d,Aladdin系列正价,626,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
88a02c1d,pandoraA,985,60402,1.17,1.17,0.0000 ,0.0000 ,0.0000 
5d24e8a6,香雪兰化妆品系列,63,100102,1.06,1.06,0.0000 ,0.0000 ,0.0000 
bb2ac2a5,比卡诺童装F,297,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
a035de93,ELLE系列正价,498,60403,1.17,1.17,0.0000 ,0.0000 ,0.0000 
cb8d83ec,木马 B,652,70704,1.17,1.17,0.0000 ,0.0000 ,0.0000 
6b9cc1af,木马 C,652,70704,1.17,1.17,0.0000 ,0.0000 ,0.0000 
6f20a160,卡利亚里（新）C,795,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
e3cb242e,芮瑟芙服装系列C,100,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
b3115c8b,作品 A,897,60102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
77968318,安踏B,856,30101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
47a56187,法格大家电D,677,90802,1.17,1.17,0.0000 ,0.0000 ,0.0000 
dd216f3f,scofield女装系列F,499,60202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
b506cf93,宝姿女装E.E,737,60101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
