,kh,Count,Sum,Avg,Min,Max
15903,52557b26,11,5855.0,532.2727272727273,250.0,680.0
15904,5255a1ff,65,49636.40000000001,763.6369230769233,1.2,3504.0
15905,52560a75,32,123873.6,3871.05,6.38,24892.0
15906,52584116,2,540.0,270.0,240.0,300.0
15907,5258d849,5,3420.0,684.0,280.0,950.0
15908,52592c49,1,4332.0,4332.0,4332.0,4332.0
15909,52597768,4,1068.2,267.05,225.4,303.8
15910,5259f89a,2,1128.0,564.0,210.0,918.0
15911,525c07c0,3,1078.0,359.3333333333333,139.0,710.0
15912,525c98b9,17,22264.0,1309.6470588235295,197.0,3312.0
15913,525f5b40,4,1660.0,415.0,200.0,580.0
15914,526227f1,3,1485.0,495.0,324.0,594.0
15915,526301b1,1,390.0,390.0,390.0,390.0
15916,5263a749,20,25622.5,1281.125,139.5,16440.0
15917,5264c725,8,15642.0,1955.25,756.0,4212.0
15918,5268cbd1,2,558.0,279.0,270.0,288.0
15919,5268f024,2,410.0,205.0,169.0,241.0
15920,526d98ac,4,68.0,17.0,6.25,25.76
15921,526df53f,9,9722.4,1080.2666666666667,220.0,2426.0
15922,5270202e,2,540.0,270.0,240.0,300.0
15923,52723d6b,1,245.0,245.0,245.0,245.0
15924,5276f412,4,4220.0,1055.0,640.0,1520.0
15925,527bd938,2,1134.5,567.25,455.0,679.5
15926,527d92b6,85,38309.51,450.70011764705885,20.0,1800.0
15927,527ff6e6,7,4461.0,637.2857142857143,330.0,882.0
15928,528394c9,17,13356.0,785.6470588235294,152.36,4308.0
15929,52840262,39,20220.0,518.4615384615385,140.0,2680.0
15930,52841366,16,38610.899999999994,2413.1812499999996,71.0,7648.0
15931,5285aaf8,14,7072.3,505.1642857142857,12.0,2890.0
15932,5287197a,4,3562.0,890.5,358.0,1358.0
15933,5288ee74,2,340.0,170.0,95.0,245.0
15934,528ac264,11,8694.0,790.3636363636364,270.0,3904.0
15935,528b09be,3,2160.0,720.0,450.0,880.0
15936,528d121d,16,159.99999999999997,9.999999999999998,0.55,41.17
15937,5290e6ef,1,5500.0,5500.0,5500.0,5500.0
15938,5295397,1,700.0,700.0,700.0,700.0
15939,52955d8c,1,2127.0,2127.0,2127.0,2127.0
15940,5295c5a1,11,16875.4,1534.1272727272728,117.0,3520.0
15941,5297fb33,6,4005.0,667.5,295.0,1280.0
15942,52996aec,1,420.0,420.0,420.0,420.0
15943,529a73a9,7,2521.0400000000004,360.1485714285715,176.4,960.0
15944,529ad0df,3,24426.0,8142.0,2682.0,11952.0
15945,529ad7dd,2,1694.7,847.35,486.0,1208.7
15946,529b7228,2,941.0,470.5,427.56,513.44
15947,529bdc80,2,14100.0,7050.0,1460.0,12640.0
15948,529c018b,144,243874.36000000002,1693.5719444444446,28.0,23390.0
15949,529eeeea,10,72887.52,7288.752,38.0,52250.0
15950,52a1f406,2,70.0,35.0,33.2,36.8
15951,52a4b3ac,1,362.0,362.0,362.0,362.0
15952,52a698af,26,22773.599999999995,875.9076923076921,64.35,3973.41
15953,52a6edf0,2,2015.0,1007.5,895.0,1120.0
15954,52a6f7fd,1,528.0,528.0,528.0,528.0
15955,52a7e992,5,8001.500000000001,1600.3000000000002,1105.58,2627.38
15956,52a86397,1,1258.0,1258.0,1258.0,1258.0
15957,52a8c7d4,1,2635.0,2635.0,2635.0,2635.0
15958,52ab3b51,3,2390.2200000000003,796.7400000000001,159.0,1802.22
15959,52ad4956,2,3240.0,1620.0,1620.0,1620.0
15960,52ad930f,3,765.0,255.0,125.0,395.0
15961,52ae4da5,3,8065.2,2688.4,534.0,3806.1
15962,52afefe2,1,643.5,643.5,643.5,643.5
15963,52b0d812,2,590.0,295.0,270.0,320.0
15964,52b2767e,11,5874.0,534.0,49.0,880.0
15965,52b55b5d,3,1695.0,565.0,350.0,695.0
15966,52b64065,2,1454.0,727.0,320.0,1134.0
15967,52b6c958,3,8568.0,2856.0,1618.0,3766.0
15968,52b77879,3,7380.0,2460.0,531.0,5085.0
15969,52b8e62d,9,6160.0,684.4444444444445,20.0,1240.0
15970,52b9109b,16,10229.0,639.3125,125.0,2566.0
15971,52b98902,1,1496.0,1496.0,1496.0,1496.0
15972,52bbdefd,7,10649.0,1521.2857142857142,560.0,3510.0
15973,52bbf528,1,10377.0,10377.0,10377.0,10377.0
15974,52bee4fe,1,933.0,933.0,933.0,933.0
15975,52bf26a1,8,12272.0,1534.0,680.0,3942.0
15976,52c0cd75,16,18405.159999999996,1150.3224999999998,156.8,2261.7
15977,52c3c454,4,15183.0,3795.75,1791.0,8280.0
15978,52c4c09e,12,37078.8,3089.9,531.0,6196.23
15979,52c52b1c,6,31776.0,5296.0,40.0,18800.0
15980,52c621aa,2,5153.4,2576.7,869.4,4284.0
15981,52c629d8,5,12406.0,2481.2,20.0,8964.0
15982,52c798ff,21,11315.0,538.8095238095239,130.0,1250.0
15983,52c8476e,2,6719.0,3359.5,2099.0,4620.0
15984,52c8a440,1,1672.2,1672.2,1672.2,1672.2
15985,52c8daa4,8,5720.0,715.0,250.0,1800.0
15986,52c953a1,1,310.0,310.0,310.0,310.0
15987,52c9cb04,3,970.0,323.3333333333333,100.0,640.0
15988,52ca70e2,16,9409.4,588.0875,215.0,1650.0
15989,52ca754a,1,1161.0,1161.0,1161.0,1161.0
15990,52ccf447,10,17635.8,1763.58,441.0,2998.0
15991,52ce2c07,2,1120.0,560.0,230.0,890.0
15992,52cf080f,1,325.0,325.0,325.0,325.0
15993,52d0a84d,2,1499.0,749.5,509.0,990.0
15994,52d1f740,1,550.0,550.0,550.0,550.0
15995,52d2388c,3,3821.0,1273.6666666666667,944.0,1870.0
15996,52d44b91,3,3080.0,1026.6666666666667,620.0,1240.0
15997,52d54db5,6,2530.0,421.6666666666667,300.0,660.0
15998,52d8d4be,2,499.0,249.5,10.0,489.0
15999,52db597b,8,13659.0,1707.375,585.0,4100.0
16000,52de2f28,9,3775.0,419.44444444444446,85.0,640.0
16001,52df42fb,4,1075.0,268.75,230.0,320.0
16002,52e03d04,11,3075.0,279.54545454545456,195.0,405.0
16003,52e0fe13,1,1520.0,1520.0,1520.0,1520.0
16004,52e140f6,6,3635.0,605.8333333333334,300.0,830.0
16005,52e22764,1,85.0,85.0,85.0,85.0
16006,52e243a1,11,3903.0,354.8181818181818,170.0,539.0
16007,52e3b52a,15,14624.999999999998,974.9999999999999,270.0,2427.91
16008,52e3fdc7,2,3239.0,1619.5,849.0,2390.0
16009,52e4330a,2,485.0,242.5,150.0,335.0
16010,52e5c53a,4,2760.0,690.0,320.0,1080.0
16011,52e6dc7b,8,7315.0,914.375,505.0,1480.0
16012,52ea931b,8,3694.7,461.8375,69.0,1448.0
16013,52eb858e,9,38241.0,4249.0,570.0,13540.0
16014,52ecb47a,173,379133.44999999995,2191.522832369942,16.2,18704.0
16015,52ed9654,1,980.0,980.0,980.0,980.0
16016,52ee4018,1,1773.0,1773.0,1773.0,1773.0
16017,52ee7f1a,3,1600.0,533.3333333333334,280.0,980.0
16018,52eec8cf,1,300.0,300.0,300.0,300.0
16019,52ef331f,7,10996.0,1570.857142857143,128.0,7140.0
16020,52f1956d,2,580.0,290.0,195.0,385.0
16021,52f39f16,3,865.0,288.3333333333333,85.0,480.0
16022,52f3d557,14,8460.0,604.2857142857143,100.0,950.0
16023,52f42b9b,1,19800.0,19800.0,19800.0,19800.0
16024,52f46732,61,101672.68000000001,1666.7652459016394,145.0,21257.28
16025,52f65998,1,87.0,87.0,87.0,87.0
16026,52f66588,2,31416.0,15708.0,5024.0,26392.0
16027,52f83e26,2,4430.0,2215.0,1640.0,2790.0
16028,52f96efe,7,4480.0,640.0,640.0,640.0
16029,52faaf3b,8,6696.0,837.0,260.0,2500.0
16030,5300260c,1,1596.0,1596.0,1596.0,1596.0
16031,5301d765,1,1080.0,1080.0,1080.0,1080.0
16032,53027ce7,18,17283.0,960.1666666666666,190.0,2498.0
16033,5305b015,7,9370.0,1338.5714285714287,650.0,2800.0
16034,53068820,5,2057.99,411.59799999999996,98.0,884.8
16035,530e8725,20,6100.5,305.025,125.0,520.0
16036,530e936a,5,2800.0,560.0,200.0,1200.0
16037,5310645a,1,691.0,691.0,691.0,691.0
16038,531479ae,22,22984.32,1044.7418181818182,7.0,3188.0
16039,5314ba24,35,24023.199999999997,686.3771428571428,25.0,4060.0
16040,531567b7,1,2975.0,2975.0,2975.0,2975.0
16041,5315783c,3,2295.0,765.0,695.0,800.0
16042,5315f3f3,2,1240.0,620.0,560.0,680.0
16043,5319dfc1,5,1114.0,222.8,28.0,920.0
16044,531a8259,2,1970.0,985.0,880.0,1090.0
16045,531ab725,1,2159.0,2159.0,2159.0,2159.0
16046,531cf1c2,1,288.0,288.0,288.0,288.0
16047,53204b35,1,923.4,923.4,923.4,923.4
16048,53207553,9,8404.599999999999,933.8444444444443,548.8,1280.0
16049,5321777e,2,5000.0,2500.0,2000.0,3000.0
16050,5322bd47,1,2278.0,2278.0,2278.0,2278.0
16051,5323c541,3,4241.0,1413.6666666666667,300.0,3151.0
16052,5324add3,5,8570.0,1714.0,1178.0,2508.0
16053,53255d09,52,56297.99999999998,1082.6538461538457,127.0,4212.0
16054,5325b867,6,11626.0,1937.6666666666667,358.0,2880.0
16055,5325ecf8,1,7111.0,7111.0,7111.0,7111.0
16056,53260700,12,6580.0,548.3333333333334,140.0,1000.0
16057,53278352,9,17208.0,1912.0,1003.0,4898.0
16058,5329106d,1,3132.0,3132.0,3132.0,3132.0
16059,532a842b,1,160.0,160.0,160.0,160.0
16060,532c9607,7,10460.0,1494.2857142857142,310.0,5100.0
16061,532da68b,1,25300.0,25300.0,25300.0,25300.0
16062,53309c0e,1,500.0,500.0,500.0,500.0
16063,5330b31e,29,33675.1,1161.2103448275861,98.0,3985.0
16064,533653f5,24,28274.0,1178.0833333333333,2.65,8082.0
16065,53376619,1,3050.0,3050.0,3050.0,3050.0
16066,5337898,3,136.0,45.333333333333336,33.13,60.15
16067,53378f0b,2,890.0,445.0,420.0,470.0
16068,53388f51,2,3953.0,1976.5,646.0,3307.0
16069,53389410,1,3500.0,3500.0,3500.0,3500.0
16070,53396ea8,21,38383.0,1827.7619047619048,25.0,5584.0
16071,533aef40,3,1799.9999999999998,599.9999999999999,354.9,846.3
16072,533eb75f,64,85983.7,1343.4953125,12.1,6044.06
16073,533f03ff,24,23012.9,958.8708333333334,50.0,2598.0
16074,53405e2e,4,3030.0,757.5,570.0,1190.0
16075,53425e2b,3,4685.0,1561.6666666666667,300.0,3395.0
16076,53451739,7,3228.0,461.14285714285717,261.0,657.0
16077,534b1900,5,4365.0,873.0,531.0,1071.0
16078,534e8ad5,1,240.0,240.0,240.0,240.0
16079,534f63b9,1,2792.0,2792.0,2792.0,2792.0
16080,5351179,1,320.0,320.0,320.0,320.0
16081,53517593,4,1205.0,301.25,235.0,340.0
16082,53539e3b,2,4612.0,2306.0,2226.19,2385.81
16083,53556dc9,3,2259.0,753.0,399.0,1090.0
16084,5356882f,1,198.0,198.0,198.0,198.0
16085,53590ce2,76,92856.5,1221.796052631579,17.0,4196.0
16086,535a8bb5,3,1710.0,570.0,350.0,710.0
16087,535b6bca,19,41058.42,2160.9694736842102,41.0,9285.0
16088,535b6ee2,4,1550.0,387.5,260.0,650.0
16089,535b74df,2,3063.0,1531.5,1047.0,2016.0
16090,535e2e91,3,6102.0,2034.0,441.0,4950.0
16091,535edab9,6,2090.0,348.3333333333333,210.0,520.0
16092,5366c4b9,4,1500.0,375.0,310.0,435.0
16093,53672c9d,1,2304.0,2304.0,2304.0,2304.0
16094,5367e67b,32,13329.0,416.53125,70.0,1650.0
16095,53690952,22,25664.82,1166.5827272727272,88.0,8280.0
16096,5369c8ae,2,2600.0,1300.0,69.0,2531.0
16097,536b481e,2,5360.0,2680.0,2380.0,2980.0
16098,536b5349,9,6270.0,696.6666666666666,320.0,920.0
16099,536e699b,2,12570.0,6285.0,80.0,12490.0
16100,5371fff8,4,1315.0,328.75,251.25,450.3
16101,53725dbc,26,37969.09999999999,1460.3499999999997,109.6,4412.0
16102,5379924b,2,2066.0,1033.0,898.0,1168.0
16103,537d7569,19,9520.0,501.05263157894734,240.0,930.0
16104,537eb2f1,3,70.0,23.333333333333332,13.85,36.46
16105,53805136,2,535.0,267.5,125.0,410.0
16106,5381a227,64,76862.2,1200.971875,68.0,15915.0
16107,5382437d,306,803855.6999999995,2626.9794117647043,160.0,58896.0
16108,538270df,9,5360.0,595.5555555555555,360.0,930.0
16109,5384663d,7,3185.0,455.0,80.0,780.0
16110,53851ff6,22,48474.0,2203.3636363636365,52.0,12705.0
16111,5386f346,25,13784.0,551.36,120.11,2592.0
16112,538ad57c,5,2960.0,592.0,360.0,950.0
16113,538b09d9,5,6352.0,1270.4,552.0,1912.0
16114,538c0110,2,3915.0,1957.5,1827.0,2088.0
16115,538c2547,11,7817.0,710.6363636363636,300.0,1766.0
16116,538c5030,1,19840.0,19840.0,19840.0,19840.0
16117,538c7e23,3,1680.0,560.0,180.0,980.0
16118,538d4562,1,2464.0,2464.0,2464.0,2464.0
16119,538d729b,8,20354.48,2544.31,616.0,5274.36
16120,538d77a2,1,520.0,520.0,520.0,520.0
16121,538d7b19,1,320.0,320.0,320.0,320.0
16122,538dbb80,19,14713.0,774.3684210526316,320.0,1760.0
16123,538dc40c,20,15496.0,774.8,310.0,3300.0
16124,538fb6e8,6,11886.0,1981.0,294.0,3312.0
16125,53904250,2,588.6,294.3,157.5,431.1
16126,5392ac08,4,5002.0,1250.5,539.0,1690.0
16127,5398c004,1,1418.0,1418.0,1418.0,1418.0
16128,5399490e,1,320.0,320.0,320.0,320.0
16129,5399a177,5,4929.4,985.8799999999999,744.8,1489.6
16130,5399c0fc,1,1438.0,1438.0,1438.0,1438.0
16131,539a9972,2,945.0,472.5,270.0,675.0
16132,539ac419,1,2098.0,2098.0,2098.0,2098.0
16133,539f79aa,3,4289.0,1429.6666666666667,1170.0,1683.0
16134,539fe375,2,659.0,329.5,91.0,568.0
16135,53a0e595,3,2170.0,723.3333333333334,230.0,1540.0
16136,53a36ca1,13,15028.0,1156.0,281.0,3650.0
16137,53a50a8c,1,260.0,260.0,260.0,260.0
16138,53a80f36,1,3596.0,3596.0,3596.0,3596.0
16139,53a863ee,1,299.0,299.0,299.0,299.0
16140,53a9a781,1,10530.0,10530.0,10530.0,10530.0
16141,53aab4af,7,7280.0,1040.0,100.0,2680.0
16142,53ae633e,1,313.6,313.6,313.6,313.6
16143,53ae8ab2,1,3104.0,3104.0,3104.0,3104.0
16144,53afe623,1,10116.0,10116.0,10116.0,10116.0
16145,53b1919b,14,10962.0,783.0,36.34,1872.0
16146,53b1cced,9,8935.0,992.7777777777778,320.0,2600.0
16147,53b2314f,17,27798.0,1635.1764705882354,300.0,6495.0
16148,53b5ffb1,1,260.0,260.0,260.0,260.0
16149,53b69a77,3,470.0,156.66666666666666,30.0,230.0
16150,53b8ba22,13,6380.0,490.7692307692308,220.0,980.0
16151,53bb033c,10,19555.0,1955.5,439.09,4680.0
16152,53bb370d,3,3189.0,1063.0,400.0,1799.0
16153,53bb63c6,2,1617.0,808.5,294.0,1323.0
16154,53bc477b,1,5580.0,5580.0,5580.0,5580.0
16155,53bca3a8,2,98300.0,49150.0,6800.0,91500.0
16156,53bd5d2f,3,1096.0,365.3333333333333,65.51,771.94
16157,53c1d418,4,1115.0,278.75,140.0,520.0
16158,53c2a8d6,2,1100.0,550.0,520.0,580.0
16159,53c32100,6,12182.0,2030.3333333333333,65.0,6364.0
16160,53c341c2,18,33057.0,1836.5,68.0,10304.72
16161,53c5b54e,8,16863.8,2107.975,1099.0,2649.07
16162,53c5f765,7,2015.0,287.85714285714283,30.0,690.0
16163,53c6aa40,2,1070.0,535.0,380.0,690.0
16164,53c7ec67,2,7280.0,3640.0,320.0,6960.0
16165,53c9acb9,27,49520.0,1834.0740740740741,53.0,5600.0
16166,53ccbefb,7,5750.0,821.4285714285714,300.0,1520.0
16167,53cced67,2,4550.0,2275.0,1550.0,3000.0
16168,53d0bae8,5,2920.0,584.0,320.0,1080.0
16169,53d32b3e,6,3920.0,653.3333333333334,414.0,948.0
16170,53d4b26d,1,660.0,660.0,660.0,660.0
16171,53d8f267,2,800.0,400.0,300.0,500.0
16172,53dac330,4,6453.0,1613.25,540.0,2574.0
16173,53dbe5ad,3,2863.0,954.3333333333334,776.26,1198.0
16174,53dc3a12,1,2190.0,2190.0,2190.0,2190.0
16175,53dcc1d5,1,780.0,780.0,780.0,780.0
16176,53df6ee2,10,19167.0,1916.7,690.0,3808.0
16177,53df8e8c,7,13704.0,1957.7142857142858,296.84,4851.0
16178,53e19c78,19,20928.0,1101.4736842105262,98.0,3307.0
16179,53e314ac,20,6530.0,326.5,12.0,1210.0
16180,53e3637c,5,1560.0,312.0,195.0,560.0
16181,53e48a94,6,15802.0,2633.6666666666665,258.0,13140.0
16182,53e53861,36,46966.149999999994,1304.6152777777777,28.0,5083.0
16183,53e91f2b,1,1788.0,1788.0,1788.0,1788.0
16184,53eb26fa,1,1990.0,1990.0,1990.0,1990.0
16185,53ed060e,8,2900.0,362.5,210.0,520.0
16186,53ed71d7,10,9982.0,998.2,20.0,4480.0
16187,53ef6e5f,9,6238.8,693.2,78.0,2196.0
16188,53ef951c,9,24345.0,2705.0,1100.0,5382.0
16189,53efb3af,2,3834.0,1917.0,1692.0,2142.0
16190,53f1020a,1,480.0,480.0,480.0,480.0
16191,53f16d77,3,2215.8,738.6,109.8,1701.0
16192,53f30010,5,2482.0,496.4,90.0,808.0
16193,53f38a9c,443,642572.2099999998,1450.5016027088034,22.0,107650.0
16194,53f4196c,1,4080.0,4080.0,4080.0,4080.0
16195,53f4769b,6,1910.0,318.3333333333333,213.07,426.13
16196,53f4bcf0,1,485.0,485.0,485.0,485.0
16197,53f51b01,3,2990.0,996.6666666666666,500.0,1700.0
16198,53f74074,1,3250.0,3250.0,3250.0,3250.0
16199,53f799f1,8,18910.08,2363.76,1569.96,2981.16
16200,53f9441e,13,20480.28,1575.4061538461538,560.0,4100.0
16201,53fab019,6,1700.0,283.3333333333333,80.0,430.0
16202,53fb2db7,22,36697.0,1668.0454545454545,128.0,6750.0
16203,53fc23dc,15,8774.1,584.94,58.0,2952.0
16204,53ff5a4a,2,640.0,320.0,320.0,320.0
16205,5400d4dd,1,320.0,320.0,320.0,320.0
16206,5400f27d,1,380.0,380.0,380.0,380.0
16207,54034c97,9,15987.0,1776.3333333333333,160.0,7387.0
16208,5403f5f6,2,3013.0,1506.5,1214.0,1799.0
16209,5404fff5,83,37810.100000000006,455.543373493976,0.51,2940.0
16210,54057388,5,12490.0,2498.0,255.0,10165.0
16211,540672a1,1,1979.0,1979.0,1979.0,1979.0
16212,54080a48,15,28962.0,1930.8,320.0,6399.0
16213,54092b13,6,1191.0,198.5,15.0,520.0
16214,540a729d,128,150962.99999999997,1179.3984374999998,43.44,8056.0
16215,540af1e3,35,11562.0,330.34285714285716,40.5,1330.0
16216,540b3aab,13,7230.0,556.1538461538462,100.0,850.0
16217,540dcba0,4,1472.0,368.0,10.0,940.0
16218,5414553d,2,4416.0,2208.0,2208.0,2208.0
16219,5414808d,3,2644.0,881.3333333333334,518.0,1528.0
16220,54150c1f,3,2654.0,884.6666666666666,126.0,2392.0
16221,5415dc36,1,1358.0,1358.0,1358.0,1358.0
16222,5417119e,3,579.0,193.0,20.0,520.0
16223,541750d4,1,420.0,420.0,420.0,420.0
16224,5418a627,1,890.0,890.0,890.0,890.0
16225,54194cc4,1,2322.0,2322.0,2322.0,2322.0
16226,54196900,1,290.0,290.0,290.0,290.0
16227,54266ee6,12,14448.0,1204.0,566.0,2145.0
16228,54273b2d,3,1485.0,495.0,405.0,540.0
16229,542db3d9,5,13678.0,2735.6,870.69,5740.0
16230,542fe027,15,2566.0,171.06666666666666,68.0,326.0
16231,5430653a,2,39.0,19.5,9.51,29.49
16232,5430f9ce,1,1470.0,1470.0,1470.0,1470.0
16233,54319bea,1,1258.0,1258.0,1258.0,1258.0
16234,5433806e,9,9968.0,1107.5555555555557,320.0,3392.0
16235,5433fdf9,3,11309.6,3769.866666666667,20.0,6220.8
16236,54354c19,5,10469.0,2093.8,1199.0,4229.0
16237,54358772,3,4410.8,1470.2666666666667,598.0,1966.0
16238,5435d17c,1,719.0,719.0,719.0,719.0
16239,54360de0,2,1182.0,591.0,300.0,882.0
16240,5436355f,5,19190.0,3838.0,3100.0,4734.0
16241,54395c5f,1,3200.0,3200.0,3200.0,3200.0
16242,5439dd6d,1,880.0,880.0,880.0,880.0
16243,543a563c,2,4043.0,2021.5,1352.0,2691.0
16244,543c4199,14,29308.0,2093.4285714285716,100.0,11200.0
16245,543e719c,1,11520.0,11520.0,11520.0,11520.0
16246,5440a27d,4,5718.0,1429.5,495.0,3080.0
16247,544110aa,2,2681.0,1340.5,440.0,2241.0
16248,5441967a,5,10679.9,2135.98,240.0,7148.0
16249,5441addf,2,420.0,210.0,100.0,320.0
16250,54428703,2,1070.0,535.0,520.0,550.0
16251,54477eab,1,5083.0,5083.0,5083.0,5083.0
16252,544895be,1,680.0,680.0,680.0,680.0
16253,5448ae79,13,23003.0,1769.4615384615386,59.0,4500.0
16254,5448d028,3,2850.0,950.0,520.0,1740.0
16255,544ae166,1,679.0,679.0,679.0,679.0
16256,544b550d,8,9140.2,1142.525,350.0,2548.0
16257,544c1505,5,11.0,2.2,0.13,10.0
16258,544c630f,1,288.0,288.0,288.0,288.0
16259,544ce1d1,1,1900.0,1900.0,1900.0,1900.0
16260,5451e0ee,2,2690.0,1345.0,1150.0,1540.0
16261,5451e517,7,9879.720000000001,1411.3885714285716,280.0,4864.72
16262,5453159e,58,123511.8,2129.5137931034483,128.0,40060.0
16263,54569c59,1,1540.0,1540.0,1540.0,1540.0
16264,54577117,1,300.0,300.0,300.0,300.0
16265,5459ee0d,30,36145.200000000004,1204.8400000000001,70.0,4334.4
16266,545a95e5,16,19799.0,1237.4375,100.0,11440.0
16267,545acb03,19,21867.4,1150.9157894736843,120.0,4700.0
16268,545bc921,1,1250.0,1250.0,1250.0,1250.0
16269,545bc99b,2,1448.0,724.0,449.0,999.0
16270,545bcd6f,16,18573.28,1160.83,99.0,2413.74
16271,545e1410,1,1098.0,1098.0,1098.0,1098.0
16272,545eacb8,6,4626.0,771.0,240.0,1042.0
16273,54606a06,7,7323.0,1046.142857142857,320.0,2490.0
16274,5461ee53,2,870.0,435.0,250.0,620.0
16275,546370db,4,5136.0,1284.0,1024.0,1744.0
16276,5464a882,1,540.0,540.0,540.0,540.0
16277,5466ccef,4,7952.0,1988.0,1300.0,3112.0
16278,5466fb74,14,7509.999999999999,536.4285714285713,100.0,1050.56
16279,54672725,14,20334.0,1452.4285714285713,301.0,2384.0
16280,54675842,6,9595.0,1599.1666666666667,199.0,3582.0
16281,5468b8e9,1,320.0,320.0,320.0,320.0
16282,54694a14,4,1156.0,289.0,247.58,330.42
16283,546a313c,2,647.0,323.5,108.0,539.0
16284,546af1b8,2,338.0,169.0,147.0,191.0
16285,546e20dd,6,2550.0,425.0,340.0,580.0
16286,546e9c8a,6,4612.0,768.6666666666666,9.14,3042.0
16287,546fe494,6,10421.0,1736.8333333333333,756.0,3264.0
16288,5472b3cf,3,4031.0,1343.6666666666667,728.38,1684.82
16289,54746a2a,2,4556.0,2278.0,2023.0,2533.0
16290,54751f5f,13,5934.0,456.46153846153845,228.0,860.0
16291,5475b613,1,395.1,395.1,395.1,395.1
16292,54767334,35,40208.0,1148.8,85.0,3600.0
16293,5476fd18,20,24759.0,1237.95,1.83,5593.0
16294,54782cb3,21,14416.0,686.4761904761905,100.0,2970.0
16295,5479c56a,7,4165.0,595.0,280.0,780.0
16296,547ccd51,7,2864.0,409.14285714285717,149.0,695.0
16297,547dc462,1,1225.0,1225.0,1225.0,1225.0
16298,547f351a,6,5626.0,937.6666666666666,600.0,1390.0
16299,547fa4c3,19,9410.0,495.2631578947368,145.0,950.0
16300,548098a8,15,22284.0,1485.6,260.0,3800.0
16301,5484dafe,2,2484.0,1242.0,1242.0,1242.0
16302,54858fc6,18,26933.8,1496.322222222222,139.0,9784.8
16303,548a1094,7,9418.0,1345.4285714285713,310.0,5450.0
16304,548a97de,3,3298.0,1099.3333333333333,680.0,1778.0
16305,548d1a05,4,2090.0,522.5,160.0,750.0
16306,548de7bd,40,99945.14000000001,2498.6285000000003,88.0,19422.0
16307,548e37a3,9,7190.0,798.8888888888889,270.0,1520.0
16308,548fb853,1,1150.0,1150.0,1150.0,1150.0
16309,5490927c,5,14479.0,2895.8,490.0,8740.0
16310,54912af4,13,9979.999999999998,767.6923076923075,234.32,2600.0
16311,54932198,4,4066.0,1016.5,272.0,1671.0
16312,5494aae0,83,106733.62,1285.9472289156627,36.0,8084.0
16313,54972d3a,54,32442.899999999998,600.7944444444444,9.01,2691.0
16314,549b1788,4,2436.0,609.0,360.0,980.0
16315,549cc929,2,882.0,441.0,274.4,607.6
16316,549db0ba,2,3872.0,1936.0,984.0,2888.0
16317,549f2755,3,1990.0,663.3333333333334,390.0,1060.0
16318,54a2595c,9,19208.0,2134.222222222222,15.0,5568.67
16319,54a48968,2,4606.0,2303.0,1580.0,3026.0
16320,54a585c9,7,12836.0,1833.7142857142858,234.0,3591.0
16321,54a8e66a,1,2069.0,2069.0,2069.0,2069.0
16322,54a92f92,1,360.0,360.0,360.0,360.0
16323,54a930af,2,570.0,285.0,250.0,320.0
16324,54aa2db3,14,21913.2,1565.2285714285715,149.0,7792.2
16325,54ab5157,3,1212.0,404.0,294.0,495.0
16326,54ab9d8b,2,3588.0,1794.0,1794.0,1794.0
16327,54ad8392,23,10710.0,465.6521739130435,150.0,950.0
16328,54b2034d,4,7442.0,1860.5,190.0,4211.0
16329,54b2a915,1,168.0,168.0,168.0,168.0
16330,54b4b0c2,1,60.0,60.0,60.0,60.0
16331,54b63a07,15,33709.08,2247.272,320.0,6170.08
16332,54b68945,3,1831.0,610.3333333333334,524.83,681.17
16333,54b73622,3,6556.0,2185.3333333333335,1212.0,3382.0
16334,54b7a62a,24,13140.0,547.5,235.0,894.04
16335,54bb27f9,9,21900.24,2433.36,880.04,4491.0
16336,54bd0818,3,4600.0,1533.3333333333333,200.0,2650.0
16337,54bfe9d4,9,16153.0,1794.7777777777778,364.0,7199.0
16338,54c08886,9,6930.0,770.0,300.0,1640.0
16339,54c0888f,2,1000.0,500.0,362.0,638.0
16340,54c0c2ae,1,288.0,288.0,288.0,288.0
16341,54c121c6,1,320.0,320.0,320.0,320.0
16342,54c3980b,7,3268.0,466.85714285714283,5.0,1791.0
16343,54c5150b,2,3130.0,1565.0,1290.0,1840.0
16344,54c6507c,6,12479.0,2079.8333333333335,820.0,3950.0
16345,54cfc30e,12,5857.0,488.0833333333333,234.0,1602.0
16346,54d061f3,2,5179.0,2589.5,320.0,4859.0
16347,54d08298,2,1606.0,803.0,310.0,1296.0
16348,54d0f19b,2,630.0,315.0,310.0,320.0
16349,54d235a3,1,320.0,320.0,320.0,320.0
16350,54d508e3,11,6340.0,576.3636363636364,100.0,1080.0
16351,54d82649,35,49800.0,1422.857142857143,100.0,4300.0
16352,54d842b0,2,473.4,236.7,205.2,268.2
16353,54d8691a,4,1675.0,418.75,280.0,550.0
16354,54d88631,2,2664.0,1332.0,1242.0,1422.0
16355,54d8c8b8,16,19112.1,1194.50625,90.0,3420.0
16356,54d927ce,4,1930.0,482.5,256.18,667.89
16357,54db193a,1,1276.0,1276.0,1276.0,1276.0
16358,54dcb61d,9,12993.0,1443.6666666666667,160.0,6682.0
16359,54dde637,140,387157.5000000001,2765.410714285715,1.24,41310.0
16360,54de49e9,25,31070.0,1242.8,178.0,5364.0
16361,54df5739,13,15690.0,1206.923076923077,165.0,5520.0
